"Target_Symbol"	"Target_ID"	"Target_Name"	"Associated_Disease_Count"	"Tractability_Count"	"sm_approved"	"sm_advancedClinical"	"sm_phase1"	"ab_approved"	"ab_advancedClinical"	"ab_phase1"	"pr_approved"	"pr_advancedClinical"	"pr_phase1"	"oc_approved"	"oc_advancedClinical"	"oc_phase1"	"Subcellular_Location"	"Safety_Liabilities"	"Number_Unique_Drugs"	"Target_in_Pathways"	"num_Approved_Drugs"	"num_Phase3"	"num_Phase2"	"num_Phase1"	"num_Phase4"	"Weighted_Score"
"RPL28"	"ENSG00000108107"	"ribosomal protein L28"	30	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	44
"RPL39"	"ENSG00000198918"	"ribosomal protein L39"	30	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	44
"RPS8"	"ENSG00000142937"	"ribosomal protein S8"	30	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	44
"HLA-DRB4"	"ENSG00000231021"	"major histocompatibility complex, class II, DR beta 4 "	39	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"No data"	0	1	2	0	0	1	0	0	44
"RPL37"	"ENSG00000145592"	"ribosomal protein L37"	28	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	42
"PSMD8"	"ENSG00000099341"	"proteasome 26S subunit, non-ATPase 8"	30	3	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytosol"	0	1	7	0	0	0	1	0	41.5
"RPL18A"	"ENSG00000105640"	"ribosomal protein L18a"	27	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	41
"PSMC1"	"ENSG00000100764"	"proteasome 26S subunit, ATPase 1"	27	3	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	1	7	0	0	0	1	0	38.5
"IFNA13"	"ENSG00000233816"	"interferon alpha 13"	30	0	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Secreted"	0	2	2	0	0	2	0	0	36
"IFNA5"	"ENSG00000147873"	"interferon alpha 5"	28	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Secreted"	0	2	2	0	0	2	0	0	35
"RPL36A"	"ENSG00000241343"	"ribosomal protein L36a"	20	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	34
"IFNA4"	"ENSG00000236637"	"interferon alpha 4"	26	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Secreted"	0	2	2	0	0	2	0	0	33
"IFNA6"	"ENSG00000120235"	"interferon alpha 6"	25	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Secreted"	0	2	2	0	0	2	0	0	32
"IFNA21"	"ENSG00000137080"	"interferon alpha 21"	19	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Secreted"	0	2	2	0	0	2	0	0	26
"IFNA14"	"ENSG00000228083"	"interferon alpha 14"	18	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Secreted"	0	2	2	0	0	2	0	0	25
"IFNA10"	"ENSG00000186803"	"interferon alpha 10"	17	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Secreted"	0	2	2	0	0	2	0	0	24
"IFNA7"	"ENSG00000214042"	"interferon alpha 7"	14	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Secreted"	0	2	2	0	0	2	0	0	21
"IFNA16"	"ENSG00000147885"	"interferon alpha 16"	13	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Secreted"	0	2	2	0	0	2	0	0	20
